date	country	variant	sequences
2029-10-07	south	5	1
2029-10-07	south	6	2
2029-10-07	tropics	6	1
2029-10-14	north	6	1
2029-10-14	south	6	3
2029-10-21	south	6	2
2029-10-21	tropics	6	4
2029-10-28	south	6	2
2029-10-28	tropics	6	1
2029-11-04	north	6	1
2029-11-04	south	6	1
2029-11-11	north	6	3
2029-11-11	tropics	6	1
2029-11-18	north	6	1
2029-11-18	south	6	1
2029-11-25	north	6	4
2029-11-25	south	6	1
2029-12-02	north	6	2
2029-12-02	tropics	6	4
2029-12-09	north	6	5
2029-12-09	north	7	2
2029-12-16	north	6	2
2029-12-16	tropics	6	4
2029-12-23	north	6	11
2029-12-23	tropics	6	2
2029-12-23	tropics	7	1
2029-12-30	north	6	9
2029-12-30	north	7	2
2029-12-30	tropics	6	2
2030-01-06	north	6	9
2030-01-06	north	7	2
2030-01-06	tropics	6	7
2030-01-13	north	6	9
2030-01-13	tropics	6	5
2030-01-20	north	6	11
2030-01-20	north	7	2
2030-01-20	tropics	6	1
2030-01-20	tropics	7	1
2030-01-27	north	6	7
2030-01-27	north	7	3
2030-01-27	tropics	6	5
2030-02-03	north	6	10
2030-02-03	tropics	6	3
2030-02-03	tropics	7	1
2030-02-10	north	6	6
2030-02-10	north	7	2
2030-02-10	tropics	6	3
2030-02-17	north	6	6
2030-02-17	north	7	6
2030-02-17	tropics	6	4
2030-02-24	north	6	1
2030-02-24	north	7	4
2030-02-24	tropics	6	9
2030-03-03	north	6	7
2030-03-03	north	7	3
2030-03-03	tropics	6	5
2030-03-10	north	6	4
2030-03-10	north	7	3
2030-03-10	tropics	6	5
2030-03-10	tropics	7	1
2030-03-17	north	6	2
2030-03-17	north	7	5
2030-03-17	tropics	6	1
2030-03-17	tropics	7	2
2030-03-24	north	7	1
2030-03-24	south	7	1
2030-03-24	tropics	6	2
2030-03-24	tropics	7	4
2030-03-31	north	6	1
2030-03-31	north	7	3
2030-03-31	tropics	6	5
2030-03-31	tropics	7	4
2030-04-07	north	6	1
2030-04-07	north	7	2
2030-04-07	tropics	6	2
2030-04-07	tropics	7	2
2030-04-14	north	7	1
2030-04-14	tropics	6	1
2030-04-14	tropics	7	1
2030-04-21	north	7	1
2030-04-21	tropics	6	1
2030-04-21	tropics	7	4
2030-04-28	north	7	1
2030-04-28	tropics	6	1
2030-04-28	tropics	7	5
2030-05-05	north	7	1
2030-05-05	tropics	6	1
2030-05-05	tropics	7	1
2030-05-12	north	7	1
2030-05-12	tropics	6	1
2030-05-12	tropics	7	7
2030-05-19	north	7	1
2030-05-19	tropics	6	5
2030-05-19	tropics	7	1
2030-05-26	tropics	6	1
2030-05-26	tropics	7	3
2030-06-02	tropics	6	2
2030-06-09	south	7	1
2030-06-09	tropics	6	1
2030-06-09	tropics	7	6
2030-06-16	tropics	6	1
2030-06-16	tropics	7	3
2030-06-23	tropics	7	5
2030-06-23	tropics	8	1
2030-06-30	tropics	6	2
2030-06-30	tropics	7	2
2030-07-07	tropics	7	5
2030-07-14	south	7	1
2030-07-14	tropics	6	1
2030-07-14	tropics	7	1
2030-07-21	south	7	2
2030-07-21	tropics	7	3
2030-07-28	south	7	1
2030-07-28	tropics	6	1
2030-07-28	tropics	7	6
2030-08-04	tropics	6	1
2030-08-04	tropics	7	3
2030-08-11	south	7	1
2030-08-11	tropics	7	2
2030-08-18	tropics	7	4
2030-08-25	tropics	6	1
2030-08-25	tropics	7	3
2030-08-25	tropics	8	1
2030-09-01	south	7	1
2030-09-08	tropics	7	2
2030-09-15	south	7	1
2030-09-15	tropics	7	2
2030-09-22	south	7	2
2030-09-22	tropics	7	3
2030-09-29	south	7	1
2030-09-29	tropics	7	2
