date	country	variant	sequences
2032-10-03	south	8	4
2032-10-03	south	9	4
2032-10-03	tropics	7	3
2032-10-03	tropics	8	6
2032-10-03	tropics	9	1
2032-10-10	south	7	3
2032-10-10	south	8	4
2032-10-10	south	9	2
2032-10-10	tropics	7	2
2032-10-10	tropics	8	8
2032-10-10	tropics	9	1
2032-10-17	south	8	1
2032-10-17	south	9	1
2032-10-17	tropics	7	2
2032-10-17	tropics	8	4
2032-10-17	tropics	9	2
2032-10-24	south	8	4
2032-10-24	south	9	1
2032-10-24	tropics	7	2
2032-10-24	tropics	8	8
2032-10-24	tropics	9	2
2032-10-31	south	8	2
2032-10-31	south	9	3
2032-10-31	tropics	7	2
2032-10-31	tropics	8	3
2032-10-31	tropics	9	1
2032-11-07	north	8	1
2032-11-07	south	8	1
2032-11-07	tropics	7	4
2032-11-07	tropics	8	10
2032-11-14	south	9	1
2032-11-14	tropics	7	2
2032-11-14	tropics	8	3
2032-11-21	north	8	1
2032-11-21	south	8	2
2032-11-21	south	9	1
2032-11-21	tropics	7	4
2032-11-21	tropics	8	3
2032-11-21	tropics	9	1
2032-11-28	south	8	1
2032-11-28	south	9	1
2032-11-28	tropics	7	2
2032-11-28	tropics	8	4
2032-11-28	tropics	9	3
2032-12-05	north	9	1
2032-12-05	south	8	2
2032-12-05	tropics	7	2
2032-12-05	tropics	8	8
2032-12-05	tropics	9	3
2032-12-12	south	9	1
2032-12-12	tropics	7	1
2032-12-12	tropics	8	3
2032-12-12	tropics	9	1
2032-12-19	north	9	1
2032-12-19	south	8	1
2032-12-19	tropics	7	1
2032-12-19	tropics	8	4
2032-12-26	north	8	1
2032-12-26	south	7	1
2032-12-26	tropics	7	4
2032-12-26	tropics	8	4
2033-01-02	north	7	1
2033-01-02	tropics	8	3
2033-01-02	tropics	9	1
2033-01-09	south	8	1
2033-01-09	tropics	7	2
2033-01-09	tropics	8	5
2033-01-09	tropics	9	1
2033-01-16	tropics	7	3
2033-01-16	tropics	8	9
2033-01-16	tropics	9	4
2033-01-23	north	8	4
2033-01-23	tropics	8	4
2033-01-30	north	8	1
2033-01-30	tropics	8	2
2033-01-30	tropics	9	4
2033-02-06	north	8	2
2033-02-06	tropics	8	1
2033-02-13	north	8	5
2033-02-13	north	9	4
2033-02-13	tropics	9	2
2033-02-20	north	8	4
2033-02-20	tropics	7	1
2033-02-20	tropics	8	4
2033-02-20	tropics	9	1
2033-02-27	north	7	1
2033-02-27	north	8	2
2033-02-27	north	9	2
2033-02-27	tropics	8	3
2033-02-27	tropics	9	3
2033-03-06	north	7	2
2033-03-06	north	8	5
2033-03-06	tropics	7	2
2033-03-06	tropics	8	2
2033-03-13	north	7	1
2033-03-13	north	8	3
2033-03-13	north	9	1
2033-03-13	tropics	8	2
2033-03-13	tropics	9	2
2033-03-20	north	8	3
2033-03-20	north	9	2
2033-03-20	south	8	1
2033-03-20	tropics	8	1
2033-03-20	tropics	9	2
2033-03-27	north	7	1
2033-03-27	north	8	3
2033-03-27	north	9	2
2033-03-27	south	9	1
2033-03-27	tropics	8	3
2033-03-27	tropics	9	2
2033-04-03	north	7	1
2033-04-03	north	8	4
2033-04-03	north	9	3
2033-04-03	tropics	7	1
2033-04-03	tropics	8	4
2033-04-03	tropics	9	1
2033-04-10	north	7	1
2033-04-10	north	8	7
2033-04-10	north	9	2
2033-04-10	tropics	8	3
2033-04-17	north	7	1
2033-04-17	north	8	1
2033-04-17	north	9	3
2033-04-17	tropics	7	1
2033-04-17	tropics	8	4
2033-04-17	tropics	9	3
2033-04-24	north	7	1
2033-04-24	north	9	1
2033-04-24	tropics	9	1
2033-05-01	north	7	1
2033-05-01	tropics	8	7
2033-05-01	tropics	9	1
2033-05-08	north	7	1
2033-05-08	north	8	2
2033-05-08	north	9	2
2033-05-08	tropics	8	2
2033-05-08	tropics	9	1
2033-05-15	north	8	1
2033-05-15	tropics	8	3
2033-05-15	tropics	9	1
2033-05-22	north	7	1
2033-05-22	north	8	2
2033-05-22	north	9	1
2033-05-22	south	7	1
2033-05-22	tropics	7	2
2033-05-22	tropics	9	1
2033-05-29	tropics	8	3
2033-06-05	north	8	1
2033-06-05	north	9	1
2033-06-05	tropics	8	4
2033-06-12	north	8	1
2033-06-12	south	8	1
2033-06-12	tropics	8	3
2033-06-19	north	9	1
2033-06-19	south	8	1
2033-06-19	tropics	8	1
2033-06-26	tropics	7	1
2033-06-26	tropics	9	1
2033-07-03	tropics	8	1
2033-07-10	north	9	1
2033-07-10	south	9	2
2033-07-10	tropics	8	3
2033-07-17	north	8	1
2033-07-17	south	9	1
2033-07-17	tropics	8	1
2033-07-24	tropics	8	1
2033-07-31	north	7	1
2033-07-31	south	9	1
2033-07-31	tropics	7	1
2033-07-31	tropics	8	2
2033-07-31	tropics	9	1
2033-08-07	north	9	1
2033-08-07	south	8	1
2033-08-07	south	9	4
2033-08-07	tropics	8	2
2033-08-07	tropics	9	3
2033-08-14	south	8	3
2033-08-14	south	9	1
2033-08-14	tropics	8	1
2033-08-14	tropics	9	1
2033-08-21	south	9	2
2033-08-21	tropics	7	1
2033-08-21	tropics	8	8
2033-08-28	south	8	4
2033-08-28	tropics	8	6
2033-09-04	south	8	4
2033-09-04	south	9	2
2033-09-04	tropics	8	1
2033-09-04	tropics	9	2
2033-09-11	south	8	2
2033-09-11	south	9	1
2033-09-11	tropics	8	2
2033-09-18	south	8	3
2033-09-18	south	9	3
2033-09-18	tropics	8	1
2033-09-18	tropics	9	2
2033-09-25	south	8	3
2033-09-25	south	9	2
2033-09-25	tropics	8	6
