variant	country	date	freq	median_freq_nowcast	median_freq_forecast	model
7	north	2036-10-06	1.0	1.0		NAIVE
7	north	2036-10-07	1.0	1.0		NAIVE
7	north	2036-10-08	1.0	1.0		NAIVE
7	north	2036-10-09	1.0	1.0		NAIVE
7	north	2036-10-10	1.0	1.0		NAIVE
7	north	2036-10-11	1.0	1.0		NAIVE
7	north	2036-10-12	1.0	1.0		NAIVE
7	north	2036-10-13	1.0	1.0		NAIVE
7	north	2036-10-14	1.0	1.0		NAIVE
7	north	2036-10-15	1.0	1.0		NAIVE
7	north	2036-10-16	1.0	1.0		NAIVE
7	north	2036-10-17	1.0	1.0		NAIVE
7	north	2036-10-18	1.0	1.0		NAIVE
7	north	2036-10-19	1.0	1.0		NAIVE
7	north	2036-10-20	1.0	1.0		NAIVE
7	north	2036-10-21	1.0	1.0		NAIVE
7	north	2036-10-22	1.0	1.0		NAIVE
7	north	2036-10-23	1.0	1.0		NAIVE
7	north	2036-10-24	1.0	1.0		NAIVE
7	north	2036-10-25	1.0	1.0		NAIVE
7	north	2036-10-26	1.0	1.0		NAIVE
7	north	2036-10-27	1.0	1.0		NAIVE
7	north	2036-10-28	1.0	1.0		NAIVE
7	north	2036-10-29	1.0	1.0		NAIVE
7	north	2036-10-30	1.0	1.0		NAIVE
7	north	2036-10-31	1.0	1.0		NAIVE
7	north	2036-11-01	1.0	1.0		NAIVE
7	north	2036-11-02	1.0	1.0		NAIVE
7	north	2036-11-03	1.0	1.0		NAIVE
7	north	2036-11-04	1.0	1.0		NAIVE
7	north	2036-11-05	1.0	1.0		NAIVE
7	north	2036-11-06	1.0	1.0		NAIVE
7	north	2036-11-07	1.0	1.0		NAIVE
7	north	2036-11-08	1.0	1.0		NAIVE
7	north	2036-11-09	1.0	1.0		NAIVE
7	north	2036-11-10	1.0	1.0		NAIVE
7	north	2036-11-11	1.0	1.0		NAIVE
7	north	2036-11-12	1.0	1.0		NAIVE
7	north	2036-11-13	1.0	1.0		NAIVE
7	north	2036-11-14	1.0	1.0		NAIVE
7	north	2036-11-15	1.0	1.0		NAIVE
7	north	2036-11-16	1.0	1.0		NAIVE
7	north	2036-11-17	1.0	1.0		NAIVE
7	north	2036-11-18	1.0	1.0		NAIVE
7	north	2036-11-19	1.0	1.0		NAIVE
7	north	2036-11-20	1.0	1.0		NAIVE
7	north	2036-11-21	1.0	1.0		NAIVE
7	north	2036-11-22	1.0	1.0		NAIVE
