variant	date	location	median_R	R_lower_95	R_upper_95	R_lower_80	R_upper_80	R_lower_50	R_upper_50	model	analysis_date
3	2049-11-24	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-25	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-26	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-27	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-28	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-29	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-11-30	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-01	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-02	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-03	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-04	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-05	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-06	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-07	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-08	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-09	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-10	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-11	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-12	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
3	2049-12-13	north	1.0	6.320035570439599e-08	532344.8703125004	3.6434659705264453e-06	118884.51249999992	8.009438897715881e-05	708.2749786376953	MLR	2050-10-01
